"uid","浏览量","点赞量","观看作者数","观看作品数","观看作品平均时长","观看配乐数","完整观看数","去过的城市数","观看作品城市数"
1207,15,0,14,15,12.6,14,8,1,12
1208,145,0,139,145,11.0275862068966,120,46,1,99
1209,19,0,19,19,9.26315789473684,19,11,1,18
1210,6,3,6,6,15.6666666666667,6,4,1,6
1211,40,0,39,40,9.125,32,8,1,29
1212,141,0,136,141,11.7659574468085,111,60,1,90
1213,25,0,23,25,10.36,25,10,1,23
1214,142,1,133,142,11.0985915492958,107,48,1,57
1215,78,1,77,78,12.4615384615385,75,46,1,59
1216,8,0,7,8,9.25,7,4,1,7
1217,104,0,103,104,9.77884615384615,81,30,1,75
1218,167,0,154,167,10.4850299401198,148,53,1,73
1219,48,0,47,48,11.9791666666667,40,21,1,40
1220,123,0,119,123,11.3170731707317,103,53,1,77
1221,12,0,12,12,8.5,12,6,1,12
1222,38,0,38,38,11.3947368421053,38,15,1,31
1223,45,0,45,45,11.3555555555556,43,26,1,35
1224,72,0,71,72,10.5833333333333,49,29,2,56
1225,8,0,8,8,10.25,8,4,1,7
1226,22,0,22,22,10.5909090909091,22,15,1,22
1227,14,0,13,14,11.5,14,5,1,13
1228,20,0,20,20,8.55,17,12,1,19
1229,109,0,107,109,9.6605504587156,93,40,3,74
1230,18,0,17,18,10.8888888888889,18,4,1,14
1231,80,0,79,80,10.8375,71,38,1,53
1232,48,0,48,48,10.1041666666667,41,21,1,43
1233,74,0,72,74,9.5,66,22,1,54
1234,53,11,52,53,10.5094339622642,47,15,1,38
1235,2,0,2,2,9.5,2,1,1,2
1236,38,0,38,38,10.7631578947368,36,12,1,34
1237,21,0,21,21,8.42857142857143,19,16,2,20
1238,31,0,30,31,12.741935483871,25,15,1,25
1239,202,26,184,202,11.6782178217822,181,118,1,92
1240,114,0,111,114,10.8333333333333,94,50,1,77
1241,1,0,1,1,10,1,0,1,1
1242,27,2,27,27,12.2962962962963,23,16,1,21
1243,90,0,84,90,10.1666666666667,74,34,1,49
1244,62,0,59,62,10.6290322580645,54,35,1,44
1245,114,0,104,114,10.5263157894737,95,48,1,67
1246,29,2,28,29,13.448275862069,25,9,1,23
1247,52,0,50,52,11.9807692307692,48,32,1,40
1248,65,0,65,65,9.70769230769231,56,32,1,49
1249,214,0,205,214,11.6915887850467,193,87,1,116
1250,149,3,143,149,11.6912751677852,117,21,1,81
1251,32,0,32,32,11.53125,29,9,2,29
1252,6,0,6,6,10.8333333333333,6,2,1,6
1253,81,0,79,81,12.7283950617284,79,36,1,55
1254,137,4,98,137,11.2262773722628,116,55,1,53
1255,45,0,45,45,11.5111111111111,41,24,1,39
1256,77,0,76,77,11.3636363636364,72,37,1,53
1258,417,0,402,417,11.6306954436451,268,117,1,162
1259,6,0,6,6,8.83333333333333,6,2,1,6
1260,112,0,110,112,11.5089285714286,97,51,1,64
1261,114,0,114,114,10.3421052631579,94,39,1,73
1262,67,0,67,67,12.6567164179104,51,25,1,51
1263,9,0,9,9,10.5555555555556,9,7,1,9
1264,10,0,10,10,12.1,10,6,1,10
1265,41,0,41,41,12.7073170731707,41,22,1,36
1266,124,0,121,124,11.6048387096774,107,40,1,84
1267,49,0,49,49,11.9795918367347,43,30,2,42
1268,74,0,74,74,10.1351351351351,66,22,1,61
1269,23,0,23,23,12.1304347826087,22,10,2,18
1270,78,0,78,78,11.9230769230769,68,52,1,58
1271,8,0,7,8,8.5,7,4,1,7
1272,8,0,8,8,8.5,8,7,1,8
1273,73,0,70,73,11.3698630136986,67,42,1,42
1274,39,0,39,39,9.12820512820513,36,19,1,36
1275,57,0,56,57,10.1754385964912,56,27,1,37
1276,107,0,102,107,10.2897196261682,94,57,1,70
1277,237,0,220,237,11.7848101265823,179,44,1,59
1278,39,0,39,39,10.5384615384615,38,11,1,34
1279,214,0,205,214,10.4672897196262,169,71,2,117
1280,153,2,151,153,10.7450980392157,113,35,1,88
1281,28,0,28,28,11.4285714285714,24,12,1,24
1282,59,0,58,59,9.6271186440678,53,25,1,41
1284,1,0,1,1,10,1,1,1,1
1285,52,0,51,52,10.0961538461538,45,31,1,41
1286,404,0,393,404,11.2450495049505,335,72,1,131
1287,9,0,9,9,8.66666666666667,9,3,1,9
1288,12,0,11,12,13.3333333333333,12,8,1,9
1289,164,0,162,164,11.1951219512195,147,34,1,99
1290,34,0,34,34,10.0588235294118,33,22,1,24
1291,120,2,115,120,10.3083333333333,107,27,1,64
1292,49,0,48,49,11.5102040816327,46,37,1,42
1293,43,0,42,43,11.1395348837209,41,17,1,37
1294,39,0,39,39,9.76923076923077,36,11,1,32
1295,2,0,2,2,8.5,2,0,1,2
1296,199,1,178,199,11.5276381909548,143,81,1,75
1297,26,0,24,26,11.8846153846154,26,18,1,22
1298,43,0,39,43,12.8604651162791,39,26,1,33
1299,44,0,42,44,12.2272727272727,42,15,1,38
1300,26,0,26,26,9.46153846153846,26,11,1,26
1301,109,0,106,109,10.8532110091743,84,15,1,56
1302,56,0,56,56,10.8392857142857,54,16,1,45
1303,43,0,43,43,13.5116279069767,41,19,1,38
1304,19,0,19,19,10.1052631578947,17,3,1,17
1305,66,0,64,66,10.6969696969697,54,34,1,48
1306,67,5,67,67,11.4776119402985,58,21,1,50
1307,245,2,240,245,10.9510204081633,187,155,1,119
1308,131,0,122,131,11.8702290076336,117,24,1,60
1309,55,0,55,55,11.8909090909091,49,24,1,45
1310,58,2,58,58,10.3965517241379,48,23,1,49
1311,13,0,13,13,8.76923076923077,12,6,1,13
1312,207,0,184,207,11.304347826087,174,84,1,100
1313,9,0,9,9,18.1111111111111,9,4,1,8
1314,46,0,46,46,12.5434782608696,33,25,1,37
1315,457,1,440,457,10.9146608315098,272,32,1,158
1316,43,0,43,43,8.7906976744186,36,27,1,38
1317,49,0,49,49,12.2244897959184,44,28,1,39
1318,5,0,5,5,10.6,5,4,1,5
1319,66,0,65,66,10.6060606060606,61,27,5,49
1320,12,0,12,12,14.0833333333333,12,0,1,10
1321,86,0,83,86,11.093023255814,76,37,2,61
1322,144,1,134,144,11.5138888888889,117,63,1,73
1323,25,0,25,25,9.2,25,10,1,21
1324,25,0,23,25,11.64,22,14,1,20
1325,398,0,328,398,11.2412060301508,282,61,1,132
1326,28,0,28,28,10.6785714285714,26,14,1,26
1327,10,0,10,10,12.6,10,0,1,10
1328,3,0,3,3,10,3,2,1,3
1329,6,0,6,6,15.6666666666667,6,5,1,6
1330,421,183,399,420,10.9643705463183,271,172,2,172
1331,155,0,153,155,11.4516129032258,109,68,1,95
1332,18,0,17,18,11.2222222222222,18,10,1,16
1333,7,0,7,7,8.57142857142857,7,4,1,7
1334,130,0,129,130,10.5230769230769,105,51,1,71
1335,33,0,30,33,10,26,19,1,24
1336,76,0,72,76,11.1447368421053,66,8,1,46
1337,125,2,114,125,10.008,104,22,1,72
1338,13,0,13,13,10.0769230769231,13,6,1,12
1339,27,0,26,27,11.3333333333333,27,5,1,24
1340,16,0,16,16,10.6875,14,7,2,16
1341,352,0,343,352,11.71875,252,83,1,166
1342,56,0,55,56,10.5178571428571,49,8,1,39
1343,225,0,198,225,11.4088888888889,188,89,1,102
1345,33,0,33,33,12.0606060606061,33,19,1,30
1346,43,0,41,43,9.18604651162791,39,24,1,29
1348,169,0,163,169,11.4615384615385,129,78,1,107
1349,91,0,88,91,10.978021978022,77,28,1,69
1350,78,0,76,78,10.8205128205128,64,12,1,43
1351,91,0,85,91,10.9120879120879,76,20,3,68
1352,7,0,7,7,12.1428571428571,7,6,1,7
1353,12,0,12,12,11,11,6,1,12
1354,89,0,85,89,11.7303370786517,76,33,2,56
1355,77,0,75,77,10.5324675324675,64,22,1,63
1356,30,1,28,30,10.6,27,7,1,24
1357,338,3,321,338,10.8402366863905,250,61,1,132
1358,44,0,39,44,10.9318181818182,40,21,1,32
1359,48,0,47,48,10.5,44,14,1,35
1360,251,0,226,251,12.1673306772908,205,21,1,105
1361,67,0,66,67,12.1044776119403,58,33,1,49
1362,64,0,64,64,10.71875,54,22,1,36
1363,298,0,281,298,10.9731543624161,208,20,1,122
1364,165,0,162,165,11.6242424242424,137,32,1,65
1365,127,0,117,127,11.0393700787402,107,60,1,59
1366,9,0,9,9,13,9,4,1,8
1367,272,21,255,272,11.1727941176471,231,83,1,89
1368,24,0,24,24,9.95833333333333,23,5,1,23
1369,7,1,7,7,10,6,1,1,7
1370,73,0,71,73,11.3835616438356,71,36,2,50
1371,277,4,256,277,10.014440433213,222,29,2,114
1372,52,0,52,52,9.86538461538461,49,14,1,45
1373,9,0,9,9,16.6666666666667,9,6,1,8
1374,10,0,9,10,12.1,9,2,1,8
1375,133,1,132,133,11.5338345864662,110,46,1,94
1376,99,0,97,99,11.030303030303,90,75,1,74
1377,23,0,23,23,9.08695652173913,22,9,2,18
1378,39,0,37,39,12.7692307692308,36,19,1,31
1379,119,1,114,119,10.3361344537815,108,50,1,71
1380,153,0,147,153,10.9869281045752,111,58,1,85
1381,13,0,13,13,12.6923076923077,11,3,1,7
1382,14,0,14,14,16.7142857142857,14,5,1,12
1383,65,0,64,65,11.0769230769231,61,32,1,43
1384,84,0,82,84,11.4880952380952,73,39,1,66
1385,43,0,39,43,12.5581395348837,39,31,1,32
1386,41,0,38,41,11.8780487804878,35,24,1,30
1387,30,0,30,30,12.2333333333333,29,9,1,28
1388,141,0,138,141,11.3900709219858,118,24,1,102
1389,182,2,179,182,10.5824175824176,130,94,1,111
1390,555,0,523,555,11.3081081081081,353,99,1,170
1391,284,0,279,284,11.5105633802817,209,63,1,111
1392,26,0,26,26,10.0384615384615,25,5,1,23
1393,20,0,20,20,13.6,17,0,1,19
1394,226,0,217,226,10.3230088495575,174,49,1,114
1395,30,0,24,30,10.0666666666667,24,22,1,18
1396,130,1,128,130,10.9769230769231,91,32,1,58
1397,69,0,69,69,11.3478260869565,59,28,2,55
1398,77,0,76,77,10.3376623376623,69,20,2,49
1399,69,0,69,69,9.95652173913044,64,31,1,54
1400,73,0,73,73,9.9041095890411,68,27,1,55
1401,4,0,4,4,11.5,4,2,1,4
1403,27,0,27,27,11.7407407407407,26,16,1,22
1404,173,0,171,173,11.2254335260116,152,45,1,113
1405,22,1,22,22,10.5,20,4,1,19
1406,2,0,2,2,13,2,2,1,2
1408,208,0,195,208,11.4038461538462,175,84,1,84
1409,130,0,129,130,11.3461538461538,102,37,1,75
1410,188,0,155,188,11.7659574468085,153,52,2,96
1411,18,0,18,18,8.44444444444444,18,10,1,18
1412,31,0,31,31,11,25,23,1,26
1413,2,0,2,2,5.5,2,0,1,2
1414,6,0,5,6,10.6666666666667,6,2,1,5
1415,179,0,172,179,11.8435754189944,150,53,1,101
1416,61,0,61,61,11.2622950819672,58,41,1,45
1417,26,0,26,26,11.3846153846154,25,16,1,25
1418,16,0,16,16,12.25,16,11,1,15
1419,32,0,31,32,11.5625,28,14,1,28
1420,119,1,119,119,9.87394957983193,98,25,1,76
1421,47,0,47,47,9.65957446808511,39,21,2,42
1422,41,0,41,41,9.19512195121951,37,25,2,32
1423,62,0,61,62,11.1129032258065,56,48,1,43
1424,34,0,34,34,11.0294117647059,33,16,2,29
1425,137,0,133,137,12.1970802919708,116,51,1,75
1426,111,0,101,111,11.5315315315315,94,33,2,72
1427,10,0,10,10,12.9,10,6,1,10
1428,27,0,27,27,11.1851851851852,26,12,2,24
1429,140,0,139,140,11.4714285714286,123,34,1,93
1430,74,0,73,74,11.2567567567568,70,27,1,39
1431,115,0,112,115,10.695652173913,97,35,1,71
1432,306,0,280,306,10.9444444444444,249,111,1,136
1433,51,0,51,51,10.6470588235294,51,10,1,33
1434,146,2,143,146,10.486301369863,123,70,1,95
1435,90,9,87,90,11,86,41,3,51
1436,229,0,220,229,11.1834061135371,150,62,1,108
1437,72,0,72,72,10.875,63,14,2,52
1438,55,0,52,55,10.6727272727273,47,19,1,39
1439,31,0,31,31,9.83870967741935,27,25,2,29
1440,45,0,45,45,10.8,40,21,1,23
1441,29,0,29,29,11.1034482758621,29,9,1,29
1442,133,0,129,133,10.9699248120301,120,35,1,80
1443,44,0,43,44,11.6363636363636,41,29,1,33
1444,81,0,80,81,10.2222222222222,70,21,1,58
1445,97,2,96,97,11.1340206185567,78,46,1,70
1446,28,0,28,28,9.60714285714286,26,15,1,19
1447,18,0,18,18,9.55555555555556,17,11,1,16
1448,19,1,19,19,11.5789473684211,18,14,1,16
1449,69,0,69,69,11.1594202898551,63,20,1,52
1450,26,0,26,26,12.8846153846154,25,17,1,25
1451,23,0,22,23,14.0869565217391,18,9,2,19
1452,182,0,172,182,10.7582417582418,139,74,1,95
1453,68,0,68,68,12.0588235294118,58,18,1,56
1454,112,0,108,112,10.7857142857143,99,12,2,73
1455,31,0,29,31,11.1612903225806,28,9,1,23
1456,183,0,175,183,11.9071038251366,135,48,1,101
1457,18,0,18,18,10.6111111111111,18,9,1,18
1458,285,0,278,285,11.0912280701754,231,53,1,142
1459,9,0,9,9,11.4444444444444,9,3,1,8
1460,19,1,19,19,9.52631578947368,18,11,1,19
1461,341,0,322,341,10.8152492668622,236,72,2,145
1462,118,0,112,118,10.9067796610169,95,33,1,72
1463,92,0,88,92,9.34782608695652,81,40,1,59
1464,40,1,38,40,11.15,39,13,1,29
1465,22,0,22,22,10.5454545454545,22,11,1,22
1466,120,0,117,120,11.325,91,58,3,81
1467,210,4,202,210,11.6333333333333,155,69,1,114
1468,187,0,182,187,11.9679144385027,141,36,1,101
1469,120,0,116,120,10.975,91,23,1,86
1470,116,0,108,116,10.9655172413793,89,53,3,72
1471,73,1,73,73,11.6301369863014,57,30,1,58
1472,173,0,164,173,11.2543352601156,156,51,1,93
1473,85,0,73,85,11.0117647058824,73,36,1,49
1474,123,1,117,123,11.0243902439024,104,47,5,67
1475,525,0,498,525,10.9866666666667,385,68,1,154
1476,20,1,20,20,12,20,4,1,19
1477,56,0,55,56,11.0535714285714,53,29,2,43
1478,167,3,159,167,11.2395209580838,149,37,1,111
1479,51,0,51,51,10.4313725490196,40,24,1,43
1480,61,0,58,61,9.78688524590164,55,23,1,48
1481,32,0,32,32,9.625,30,22,1,30
1482,32,0,31,32,11.6875,29,8,1,27
1483,19,0,19,19,12.4210526315789,18,12,1,17
1484,218,0,215,218,10.4174311926606,151,61,2,112
1485,278,3,262,278,11.2194244604317,245,89,1,115
1486,24,0,24,24,12.0833333333333,24,20,1,20
1487,80,0,79,80,10.6625,65,37,3,62
1488,9,0,9,9,8.55555555555556,9,4,1,7
1489,6,0,6,6,8.16666666666667,6,4,1,6
1490,36,0,36,36,11.3055555555556,35,6,1,33
1491,63,0,63,63,12.2222222222222,54,16,1,52
1492,36,0,34,36,12.6111111111111,29,6,1,27
1493,293,2,260,293,11.098976109215,229,69,1,111
1494,12,0,12,12,12.9166666666667,12,2,1,12
1495,66,0,63,66,10.2121212121212,56,21,1,55
1496,19,4,19,19,14.1578947368421,19,6,2,14
1497,58,0,57,58,11.5689655172414,56,40,1,46
1498,126,0,125,126,11.4603174603175,122,24,1,84
1499,76,0,75,76,10.8552631578947,63,46,1,57
1500,32,0,32,32,9.0625,29,19,1,26
1501,12,0,12,12,12.0833333333333,12,8,1,11
1502,166,0,148,166,10.7048192771084,134,49,1,92
1503,11,0,11,11,11,11,3,1,11
1504,7,0,7,7,11,7,6,1,7
1505,9,1,9,9,9.66666666666667,9,4,1,7
1506,205,0,174,205,10.4878048780488,160,95,1,83
1507,2,1,2,2,9.5,2,2,1,2
1508,71,0,71,71,12.0281690140845,56,36,2,58
1509,55,0,55,55,11.4363636363636,52,29,1,42
1510,387,0,362,387,11.5167958656331,292,122,1,145
1511,14,0,14,14,10.8571428571429,14,12,1,14
1512,22,0,22,22,13.2727272727273,21,17,1,21
1513,16,0,16,16,11,16,13,1,16
1514,212,0,205,212,11.1132075471698,161,68,1,110
1515,65,0,64,65,11.6307692307692,62,26,2,44
1516,103,0,101,103,11.8640776699029,76,21,2,70
1517,11,0,11,11,12.5454545454545,11,5,1,10
1518,37,0,36,37,8.83783783783784,34,30,1,32
1519,58,0,51,58,12.051724137931,50,21,1,38
1520,13,0,13,13,9.53846153846154,13,4,1,13
1521,7,1,7,7,11.4285714285714,7,4,1,6
1522,78,0,76,78,10.5128205128205,69,69,1,47
1523,27,0,27,27,12.4444444444444,25,17,1,19
1524,107,0,106,107,10.6635514018692,88,52,1,70
1525,31,0,30,31,9.93548387096774,29,13,1,25
1526,63,0,63,63,13.047619047619,55,42,1,52
1527,12,0,12,12,11.5833333333333,11,7,1,11
1528,31,0,31,31,11.6129032258065,29,17,2,31
1529,40,1,40,40,10.875,36,17,1,31
1530,158,0,156,158,11.4050632911392,144,15,2,96
1531,31,0,31,31,9.70967741935484,31,22,1,26
1532,3,0,3,3,8.66666666666667,3,3,1,3
1533,23,0,21,23,14.9130434782609,22,12,1,18
1534,28,0,28,28,13.25,28,6,1,26
1535,38,0,37,38,11.9473684210526,37,5,1,32
1536,9,0,9,9,14,9,2,1,9
1537,24,1,24,24,11.0833333333333,23,13,1,22
1538,2,0,2,2,7.5,2,1,1,2
1539,105,0,105,105,11.0952380952381,97,57,2,71
1540,69,0,69,69,12.9130434782609,65,40,3,53
1541,13,0,13,13,11.0769230769231,12,10,1,12
1542,29,0,29,29,11.7586206896552,28,21,1,22
1543,236,0,226,236,10.1483050847458,186,42,1,108
1544,90,0,88,90,9.88888888888889,86,50,1,55
1545,107,0,102,107,11.9626168224299,88,32,1,65
1546,87,0,86,87,9.86206896551724,71,20,1,71
1547,48,0,48,48,12.8541666666667,41,19,1,39
1548,25,0,23,25,12.4,25,13,1,14
1549,25,0,25,25,11.36,25,7,1,24
1550,42,0,42,42,11.1666666666667,39,4,1,37
1551,22,0,22,22,11.9090909090909,20,12,1,17
1552,68,0,68,68,11.5588235294118,58,20,1,53
1553,2,0,2,2,8.5,2,1,1,2
1554,142,0,138,142,10.5,124,38,1,99
1555,371,0,367,371,10.811320754717,276,98,1,145
1556,26,0,26,26,12.9615384615385,25,11,1,24
1557,33,1,32,33,10.0606060606061,29,21,1,26
1558,69,0,65,69,11.2608695652174,63,29,1,46
1559,29,0,28,29,12.6206896551724,29,15,2,27
1560,101,0,100,101,12.2475247524752,89,47,1,75
1561,130,1,127,130,11.2461538461538,120,45,1,37
1562,38,2,33,38,11.7105263157895,37,21,1,26
1563,101,0,99,101,10.4356435643564,88,44,1,70
1564,71,3,68,71,11.1971830985915,69,23,2,51
1565,6,0,6,6,12.6666666666667,6,5,2,6
1566,7,0,7,7,11.2857142857143,7,3,1,7
1567,87,1,80,87,12.2988505747126,81,44,1,56
1568,69,0,68,69,9.47826086956522,58,37,1,59
1569,11,0,11,11,9.27272727272727,10,6,1,10
1570,9,0,9,9,7.66666666666667,9,4,1,9
1571,10,0,10,10,9.8,9,6,2,10
1572,39,0,38,39,13.1794871794872,36,29,2,27
1573,31,0,30,31,13.0322580645161,29,20,1,27
1574,66,1,65,66,11.6666666666667,52,29,1,51
1575,40,0,39,40,11.75,36,14,1,30
1576,215,0,207,215,11.2372093023256,163,110,1,112
1577,67,0,65,67,11.5373134328358,57,49,1,48
1578,62,0,61,62,12.0322580645161,56,12,1,35
1579,67,0,63,67,11.5223880597015,62,21,1,46
1580,172,0,171,172,10.8313953488372,146,40,1,113
1581,48,0,46,48,12.875,45,38,1,41
1582,58,0,58,58,12.051724137931,50,30,1,52
1583,635,6,606,635,11.103937007874,410,169,1,181
1584,51,0,50,51,12.3725490196078,39,26,1,41
1585,183,1,160,183,10.9180327868852,161,84,1,86
1586,67,1,64,67,11.8208955223881,59,18,1,56
1587,169,0,167,169,11.5443786982249,125,54,2,106
1588,63,0,62,63,10.7777777777778,57,30,2,51
1589,3,0,3,3,8,3,1,1,3
1590,8,0,8,8,10.25,8,4,1,8
1591,50,3,49,50,10.92,44,28,1,40
1592,81,0,79,81,11.3086419753086,73,15,1,45
1593,197,14,191,197,10.1116751269036,145,63,1,114
1594,87,0,86,87,10.8735632183908,73,62,1,52
1595,44,0,44,44,13.9090909090909,41,9,1,37
1596,4,0,4,4,12.5,4,3,1,4
1597,186,1,166,186,11.2043010752688,155,80,2,84
1599,66,0,66,66,10.4242424242424,63,16,1,39
1600,42,0,42,42,11.1666666666667,42,30,1,35
1601,170,0,159,170,11.0470588235294,148,61,2,94
1602,27,0,25,27,10.962962962963,25,8,1,24
1603,18,0,17,18,11.7777777777778,17,11,1,17
1604,11,0,11,11,9.90909090909091,11,1,1,11
1605,184,0,180,184,11.5489130434783,154,54,2,107
1606,61,9,61,61,10.2459016393443,58,26,2,49
1607,252,0,239,252,11.031746031746,174,85,1,116
1608,47,0,47,47,13.2765957446809,46,24,1,41
1609,64,9,60,64,10.28125,60,34,1,37
1610,81,0,81,81,13.8765432098765,80,55,1,61
1611,4,4,4,4,17.5,4,3,1,4
1612,255,2,237,255,10.5607843137255,182,54,1,103
1613,146,0,142,146,10.3013698630137,138,28,1,84
1614,45,0,43,45,11.9555555555556,42,14,1,32
1615,79,0,75,79,11.7721518987342,74,42,2,58
1616,32,0,32,32,10.21875,31,12,1,31
1617,14,0,13,14,11,13,5,1,13
1618,117,0,113,117,11.0683760683761,83,19,1,68
1619,35,0,35,35,10.8285714285714,33,17,1,27
1620,36,0,35,36,11.2777777777778,33,14,2,31
1621,218,1,214,218,10.8394495412844,152,17,1,106
1622,11,0,11,11,12.1818181818182,11,6,2,11
1623,127,0,122,127,11.251968503937,112,23,1,88
1624,126,0,122,126,10.484126984127,111,48,1,77
1625,95,0,93,95,11,87,41,1,70
1626,36,0,36,36,9.69444444444444,32,18,1,32
1627,9,0,9,9,8.77777777777778,9,9,1,9
1628,73,2,64,73,10.1917808219178,65,34,1,39
1629,17,0,17,17,12.2352941176471,17,8,2,13
1630,36,0,35,36,12.1944444444444,33,18,1,32
1631,192,0,190,192,11,159,38,1,94
1632,9,0,9,9,9.11111111111111,9,4,1,9
1633,390,0,375,390,10.7307692307692,301,70,4,155
1634,4,0,4,4,8.75,4,0,1,4
1635,42,0,42,42,9.71428571428571,38,17,1,35
1636,62,0,60,62,10.6451612903226,55,12,1,46
1637,283,1,249,283,10.6254416961131,218,154,1,122
1638,243,0,240,243,10.6707818930041,177,43,1,127
1639,571,4,535,571,10.5288966725044,388,132,1,174
1640,29,0,29,29,9.03448275862069,29,13,1,25
1641,10,0,10,10,8.5,10,1,1,6
1642,8,0,7,8,10.375,7,2,1,7
1643,3,0,3,3,7.66666666666667,3,0,1,3
1644,25,0,24,25,11.76,22,22,2,23
1645,27,0,27,27,9.62962962962963,27,13,1,25
1646,17,0,17,17,11.4117647058824,17,3,1,14
1647,28,0,27,28,12.4285714285714,25,4,1,24
1648,21,0,20,21,10.1904761904762,19,6,1,17
1649,172,2,154,172,10.5988372093023,154,88,1,83
1650,143,2,139,143,10.9090909090909,118,42,1,85
1651,62,0,57,62,10.1290322580645,59,23,1,51
1652,24,0,24,24,11.2916666666667,23,9,1,19
1653,120,0,114,120,12.025,100,28,1,83
1654,45,0,45,45,10.8,44,32,2,33
1655,22,0,22,22,11.6818181818182,19,16,1,19
1656,15,0,15,15,10.6,14,5,1,14
1657,55,0,54,55,11.5818181818182,52,18,1,45
1658,27,0,26,27,12.2222222222222,26,4,1,9
1659,27,0,27,27,12.2222222222222,27,4,2,26
1660,210,0,200,210,11.6714285714286,174,51,1,102
1661,6,1,6,6,9.33333333333333,6,2,1,6
1662,39,0,39,39,12.9487179487179,38,9,1,32
1663,48,0,45,48,12.5,48,35,1,38
1664,33,0,33,33,11.5757575757576,32,14,1,26
1665,4,0,4,4,9.5,4,2,1,4
1666,5,0,5,5,8.2,5,1,1,5
1667,217,1,212,217,11.7557603686636,164,108,1,94
1668,38,0,38,38,12.0526315789474,36,25,1,28
1669,256,0,253,256,11.4765625,191,27,1,136
1670,1,0,1,1,10,1,0,1,1
1671,61,0,61,61,9.98360655737705,52,42,1,46
1672,28,0,28,28,9.92857142857143,27,20,1,24
1673,143,1,138,143,11.0909090909091,125,55,1,97
1674,36,0,35,36,10.75,34,21,1,32
1675,16,0,16,16,11.3125,15,6,1,15
1676,102,0,102,102,10.4901960784314,77,15,1,73
1677,19,4,19,19,11.1578947368421,16,5,1,7
1678,218,15,206,218,10.8394495412844,169,67,1,123
1679,46,0,45,46,11.0217391304348,42,14,3,43
1680,32,0,32,32,9.875,29,12,1,30
1681,56,0,56,56,9.875,51,15,1,41
1682,263,0,254,263,11.7110266159696,202,52,1,97
1683,32,0,31,32,10.28125,29,16,1,25
1684,9,2,9,9,10.5555555555556,9,4,1,9
1685,175,37,174,175,10.9085714285714,131,49,1,110
1686,23,0,20,23,12.1739130434783,23,10,2,17
1687,211,0,193,211,10.9289099526066,185,63,1,104
1688,39,0,39,39,10.8717948717949,38,18,2,32
1689,36,0,36,36,11.9444444444444,30,23,1,27
1690,11,0,11,11,12.2727272727273,11,7,1,11
1691,46,0,46,46,12.1086956521739,41,24,1,42
1692,53,0,52,53,10.5849056603774,47,17,4,44
1693,20,0,19,20,8.65,19,13,1,16
1694,79,0,78,79,11.5569620253165,75,26,1,53
1695,175,0,173,175,12.3257142857143,149,34,2,106
1696,65,0,64,65,12.1538461538462,56,40,4,48
1697,28,0,28,28,10.0357142857143,27,14,2,27
1698,35,0,34,35,9.74285714285714,33,14,2,27
1699,10,0,10,10,10.4,10,2,1,9
1700,3,0,3,3,12.3333333333333,3,2,1,3
1701,59,0,57,59,11.1864406779661,54,17,1,41
1702,54,0,53,54,11.1111111111111,47,10,1,46
1703,20,0,19,20,13,19,7,5,19
1704,123,0,118,123,10.7073170731707,109,29,1,66
1705,48,0,41,48,10.0625,48,16,1,36
1706,55,0,55,55,10.8727272727273,45,29,1,45
1707,71,1,71,71,10.8450704225352,68,41,1,50
1708,10,0,10,10,13.4,10,2,2,9
1709,221,0,218,221,11.0859728506787,163,95,1,112
1710,109,0,107,109,11.5504587155963,104,32,1,62
1711,79,0,78,79,11.7594936708861,75,36,1,58
1712,7,0,7,7,11,7,0,1,6
1713,92,0,86,92,11.4239130434783,70,22,1,51
1714,12,0,12,12,8.66666666666667,12,2,1,12
1715,66,0,61,66,11.5909090909091,64,41,3,50
1716,5,0,5,5,9.6,5,3,1,5
1717,175,6,167,175,11.3828571428571,142,75,1,107
1718,189,0,179,189,11.4550264550265,161,62,1,93
1719,48,0,46,48,10.4583333333333,41,28,1,37
1720,159,4,155,159,11.1006289308176,118,39,1,103
1721,54,0,54,54,10.5925925925926,48,11,1,33
1722,340,0,315,340,10.8558823529412,199,59,1,155
1723,68,0,65,68,10.0294117647059,62,19,2,49
1724,22,0,22,22,10.8181818181818,22,16,1,17
1725,71,0,69,71,11.5774647887324,62,38,1,48
1726,32,0,31,32,12.53125,30,15,1,23
1727,167,1,160,167,10.5089820359281,140,72,1,96
1728,20,0,20,20,12.35,20,11,1,20
1729,50,1,50,50,11.14,42,35,1,42
1730,20,0,20,20,13.1,17,13,1,20
1731,36,0,36,36,11.6944444444444,34,13,1,29
1732,192,0,184,192,10.4583333333333,164,98,1,109
1733,323,2,303,323,10.7275541795666,254,25,1,96
1734,523,0,434,523,11.0133843212237,430,73,1,137
1735,12,0,12,12,11.75,12,7,1,12
1736,29,0,28,29,11.3793103448276,28,13,1,23
1737,47,0,46,47,9.97872340425532,40,21,1,36
1738,8,0,8,8,11.875,8,4,1,8
1739,21,0,21,21,11.1904761904762,20,9,2,21
1740,113,0,110,113,11.0973451327434,89,37,1,78
1741,5,0,5,5,9.2,5,0,1,4
1742,26,0,26,26,10.9615384615385,26,17,1,23
1743,27,1,27,27,13.3703703703704,26,9,1,25
1744,109,0,108,109,10.6605504587156,89,35,1,81
1745,179,0,167,179,10.5642458100559,78,62,3,90
1746,95,0,92,95,10.1789473684211,85,48,1,66
1747,72,0,72,72,13.3055555555556,57,52,1,56
